Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,AMDewptCalPl,ScenRelAMIns,LIfr12ZDENSd,AMInsWliScen,AMInstabMt,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,CapInScen,LatestCIN,LLIW,CurPropConv,Dewpoints,LoLevMoistAd,InsChange,InsSclInScen,LowLLapse,MeanRH,MidLLapse,MountainFcst,MvmtFeatures,ScenRel3_4,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
Aug20_Sep15,I,CThruK,Stifling,MoreThanAve,Stability,ABI,N1GtLIGt_4,Average,None,Neutral,Down,Neutral,Neutral,Neutral,Dry,Wet,Wet,Wet,PC,PC,PC,PC,Weak,StrongWest,None,None,Weak,Some,IncCapDecIns,Increasing,MoreThanAve,None,Moderate,Moderate,HighEvrywher,Neutral,LittleChange,Average,ModerateOrLe,Dry,ModerateOrLe,XNIL,NoMajor,HI,I,SVR,SVR,SVR,DryMMoistL,MovingFtorOt,PosToNeg,QStationary,LV,LVorOther,LV
Jun15_Jul1,B,AB,PartInhibit,MoreThanAve,Neutral,ABI,N1GtLIGt_4,MoreUnstable,Strong,Down,WeakUp,WeakUp,Neutral,Neutral,VeryWet,Dry,Neutral,Neutral,PC,PC,PC,PC,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,MoreThanAve,None,Weak,Slight,LowSHighN,Neutral,Decreasing,Average,ModerateOrLe,Average,Steep,SVR,NoMajor,B,B,XNIL,XNIL,SVR,Other,DenvCyclone,PosToNeg,None,SWQuad,Westerly,DenvCyclone
Jul16_Aug10,A,AB,PartInhibit,Average,Stability,ABI,N1GtLIGt_4,LessUnstable,Strong,WeakUp,Down,Down,Down,Down,Dry,VeryWet,VeryWet,Wet,PC,PC,PC,PC,Strong,Westerly,None,Strong,None,Marked,IncCapDecIns,Increasing,MoreThanAve,Stifling,Moderate,Slight,Other,Neutral,LittleChange,LessUnstable,ModerateOrLe,VeryMoist,CloseToDryAd,SIG,StrongFront,ACEFK,A,XNIL,XNIL,SIG,Other,E_W_N,SigNegative,Other,SWQuad,LVorOther,DenvCyclone
Aug20_Sep15,A,AB,TotalInhibit,MoreThanAve,Instability,ABI,N5GtLIGt_8,Average,Strong,Neutral,Neutral,StrongUp,Neutral,Neutral,Dry,Dry,Dry,Dry,Clear,Clear,Clear,Clear,Strong,StrongWest,Weak,Weak,None,Marked,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Moderate,Moderate,HighEvrywher,Negative,LittleChange,LessUnstable,Steep,VeryMoist,Steep,SIG,MarkedUpper,ACEFK,A,XNIL,XNIL,SIG,DryMMoistL,DenvCyclone,NegToPos,Other,SWQuad,Westerly,DenvCyclone
Aug20_Sep15,J,CThruK,Stifling,Average,Stability,CDEJ,LILt_8,MoreUnstable,Strong,Down,Down,Down,Down,Down,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,Strong,DCVZFavor,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Average,PartInhibit,Unfavorable,None,LowSHighN,Negative,Decreasing,LessUnstable,Steep,Average,Steep,SIG,NoMajor,GJ,J,XNIL,XNIL,SIG,MoistMDryL,DryLine,LittleChange,Other,LV,LVorOther,E_NE
Jun15_Jul1,C,CThruK,PartInhibit,Average,Neutral,CDEJ,N5GtLIGt_8,LessUnstable,Weak,StrongUp,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Neutral,Neutral,PC,PC,PC,PC,Weak,StrongWest,Strong,None,Strong,Some,DecCapIncIns,Decreasing,Average,None,Moderate,Strong,HighEvrywher,Negative,Decreasing,LessUnstable,Stable,Average,ModerateOrLe,XNIL,StrongFront,ACEFK,C,SIG,SIG,SIG,Other,E_W_N,SigPositive,Other,NWQuad,Westerly,LongAnticyc
May15_Jun14,E,CThruK,PartInhibit,LessThanAve,Stability,CDEJ,N5GtLIGt_8,Average,Strong,WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,PC,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Average,None,Strong,Strong,LowEvrywhere,Negative,Decreasing,LessUnstable,Steep,Average,ModerateOrLe,XNIL,MarkedUpper,ACEFK,E,XNIL,XNIL,XNIL,MoistMDryL,None,NegToPos,None,AllElse,Westerly,WidespdDnsl
Aug20_Sep15,H,CThruK,PartInhibit,LessThanAve,Stability,H,LIGt0,LessUnstable,Strong,StrongUp,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,PC,PC,Strong,Westerly,Strong,Strong,Strong,Marked,IncCapDecIns,Increasing,LessThanAve,Stifling,Weak,None,LowMtsHighPl,Neutral,LittleChange,Average,ModerateOrLe,Average,Steep,SIG,MarkedUpper,HI,H,XNIL,XNIL,SIG,DryMMoistL,MovingFtorOt,SigNegative,None,AllElse,LVorOther,E_NE
Jul16_Aug10,J,CThruK,PartInhibit,MoreThanAve,Instability,CDEJ,N5GtLIGt_8,MoreUnstable,None,Down,Down,StrongUp,Down,Down,Neutral,Dry,Dry,Dry,PC,PC,PC,Clear,Weak,DCVZFavor,None,None,None,None,IncCapDecIns,Increasing,MoreThanAve,None,Strong,Moderate,LowAtStation,Neutral,Decreasing,LessUnstable,ModerateOrLe,Dry,CloseToDryAd,XNIL,NoMajor,GJ,J,XNIL,XNIL,XNIL,DryMMoistL,None,NegToPos,None,LV,LVorOther,LV
May15_Jun14,K,CThruK,Stifling,Average,Neutral,K,LIGt0,LessUnstable,Weak,WeakUp,WeakUp,Down,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,Cloudy,Cloudy,Cloudy,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Strong,Moderate,Other,Neutral,Increasing,LessUnstable,Steep,Average,Steep,SVR,MarkedUpper,ACEFK,K,XNIL,XNIL,SVR,DryMMoistL,E_W_N,NegToPos,Other,AllElse,LVorOther,LongAnticyc
Jul16_Aug10,E,CThruK,Stifling,MoreThanAve,Instability,CDEJ,N1GtLIGt_4,LessUnstable,Strong,WeakUp,StronUp,WeakUp,StrongUp,StrongUp,Neutral,Neutral,Dry,Neutral,Cloudy,PC,Cloudy,Cloudy,Strong,StrongWest,Weak,Strong,None,Marked,DecCapIncIns,Decreasing,LessThanAve,Stifling,Weak,None,LowSHighN,Negative,Decreasing,LessUnstable,Steep,Dry,ModerateOrLe,SVR,OtherRapid,ACEFK,E,XNIL,XNIL,SVR,MoistMDryL,None,LittleChange,None,SWQuad,Westerly,LV
Jul16_Aug10,E,CThruK,TotalInhibit,Average,Stability,CDEJ,N1GtLIGt_4,LessUnstable,Weak,Down,Down,WeakUp,Down,Down,Wet,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Westerly,None,None,None,Marked,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Weak,None,LowAtStation,Neutral,LittleChange,LessUnstable,ModerateOrLe,Average,Steep,SVR,OtherRapid,ACEFK,E,XNIL,XNIL,SVR,MoistMDryL,None,LittleChange,None,AllElse,Westerly,LV
Jul2_Jul15,K,CThruK,Stifling,MoreThanAve,Neutral,K,LILt_8,MoreUnstable,Weak,Neutral,Down,Down,Down,Down,VeryWet,Neutral,Wet,Dry,Clear,PC,Clear,Clear,Strong,Westerly,Strong,Strong,Strong,Some,LittleChange,LittleChange,MoreThanAve,Stifling,Unfavorable,None,LowEvrywhere,StrongPos,Increasing,MoreUnstable,Stable,VeryMoist,ModerateOrLe,SVR,StrongFront,ACEFK,K,XNIL,XNIL,SVR,DryMMoistL,MovingFtorOt,SigNegative,Moving,AllElse,LVorOther,E_NE
Jul16_Aug10,E,CThruK,PartInhibit,Average,Stability,CDEJ,LILt_8,MoreUnstable,None,StrongUp,Down,Neutral,StrongUp,StrongUp,Dry,VeryWet,Wet,VeryWet,Clear,PC,Clear,Clear,None,StrongWest,None,Weak,Weak,None,LittleChange,LittleChange,Average,PartInhibit,Weak,Slight,LowEvrywhere,Neutral,Decreasing,MoreUnstable,CloseToDryAd,Average,Steep,XNIL,NoMajor,ACEFK,E,SVR,SVR,SVR,DryMMoistL,None,LittleChange,None,SWQuad,LVorOther,LV
Aug20_Sep15,J,CThruK,PartInhibit,Average,Instability,CDEJ,N1GtLIGt_4,MoreUnstable,Strong,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Dry,Neutral,PC,Clear,Clear,Clear,Strong,Westerly,None,None,None,Marked,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Weak,None,LowAtStation,Negative,Decreasing,Average,Steep,Dry,ModerateOrLe,SVR,NoMajor,GJ,J,XNIL,XNIL,SVR,DryMMoistL,None,LittleChange,Other,LV,LVorOther,LV
May15_Jun14,G,CThruK,PartInhibit,Average,Stability,G,N1GtLIGt_4,LessUnstable,Weak,Down,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Cloudy,Clear,Cloudy,Cloudy,Strong,DCVZFavor,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Weak,None,LowSHighN,Negative,LittleChange,Average,Steep,Average,CloseToDryAd,SVR,NoMajor,GJ,G,XNIL,XNIL,SVR,MoistMDryL,DryLine,SigNegative,None,AllElse,Westerly,WidespdDnsl
May15_Jun14,I,CThruK,TotalInhibit,MoreThanAve,Stability,ABI,N5GtLIGt_8,Average,None,StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Clear,Clear,Clear,Clear,Weak,StrongWest,None,None,Strong,Some,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Strong,Moderate,LowSHighN,WeakPos,Increasing,MoreUnstable,CloseToDryAd,Dry,ModerateOrLe,XNIL,StrongFront,HI,I,SVR,SVR,SVR,DryMMoistL,E_W_N,PosToNeg,Moving,SWQuad,Westerly,E_NE
Jul16_Aug10,E,CThruK,PartInhibit,Average,Instability,CDEJ,N5GtLIGt_8,MoreUnstable,Weak,Neutral,Neutral,Down,Down,Down,Wet,Neutral,Neutral,Dry,Clear,PC,PC,PC,Strong,Other,None,Weak,None,None,IncCapDecIns,Increasing,MoreThanAve,Stifling,Strong,Strong,HighEvrywher,Negative,Increasing,MoreUnstable,ModerateOrLe,Average,Steep,SIG,NoMajor,ACEFK,E,SIG,SIG,SIG,MoistMDryL,DryLine,LittleChange,None,NWQuad,Westerly,LV
Jul16_Aug10,A,AB,TotalInhibit,MoreThanAve,Stability,ABI,LIGt0,LessUnstable,Strong,WeakUp,Down,WeakUp,Neutral,Neutral,Wet,VeryWet,VeryWet,VeryWet,Clear,Clear,Clear,Clear,Strong,Other,None,Weak,Weak,Some,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Strong,Slight,LowSHighN,Negative,Decreasing,LessUnstable,Stable,VeryMoist,ModerateOrLe,SVR,MarkedUpper,ACEFK,A,XNIL,XNIL,SVR,DryMMoistL,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
Jun15_Jul1,H,CThruK,PartInhibit,LessThanAve,Instability,H,LIGt0,LessUnstable,None,Down,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Dry,Clear,Clear,Clear,Clear,None,StrongWest,None,None,None,None,LittleChange,LittleChange,LessThanAve,None,Moderate,Moderate,LowMtsHighPl,Negative,Decreasing,LessUnstable,ModerateOrLe,Average,ModerateOrLe,XNIL,NoMajor,HI,H,XNIL,XNIL,XNIL,DryMMoistL,MovingFtorOt,SigNegative,Moving,SWQuad,LVorOther,E_NE
Jul2_Jul15,D,CThruK,PartInhibit,MoreThanAve,Stability,CDEJ,N1GtLIGt_4,LessUnstable,None,StrongUp,StronUp,Neutral,StrongUp,StrongUp,Neutral,Neutral,Neutral,VeryWet,Cloudy,Cloudy,Cloudy,Cloudy,None,Westerly,None,Weak,Weak,None,LittleChange,LittleChange,MoreThanAve,None,Weak,Strong,LowMtsHighPl,Negative,Decreasing,LessUnstable,CloseToDryAd,VeryMoist,Steep,XNIL,MarkedUpper,D,D,SIG,SIG,SIG,DryMMoistL,None,SigNegative,None,SWQuad,LVorOther,LV
Aug20_Sep15,K,CThruK,TotalInhibit,MoreThanAve,Instability,K,N1GtLIGt_4,MoreUnstable,None,Down,WeakUp,WeakUp,Neutral,Neutral,Wet,Neutral,Dry,Dry,Clear,PC,Clear,Clear,None,StrongWest,None,Weak,Weak,None,DecCapIncIns,Decreasing,LessThanAve,None,Moderate,Moderate,LowNHighS,Neutral,LittleChange,MoreUnstable,Steep,Average,ModerateOrLe,XNIL,StrongFront,ACEFK,K,XNIL,XNIL,XNIL,Other,MovingFtorOt,LittleChange,Other,AllElse,Westerly,SEQuad
Jul16_Aug10,F,CThruK,PartInhibit,Average,Stability,F,N1GtLIGt_4,Average,Weak,StrongUp,StronUp,WeakUp,StrongUp,StrongUp,Neutral,Dry,Neutral,Neutral,PC,Clear,PC,Cloudy,Strong,Westerly,Weak,None,Weak,Some,IncCapDecIns,Increasing,Average,TotalInhibit,Moderate,Moderate,HighEvrywher,Neutral,LittleChange,Average,Steep,VeryMoist,Steep,SIG,NoMajor,ACEFK,F,XNIL,SIG,SIG,Other,E_W_N,LittleChange,Moving,AllElse,LVorOther,LV
May15_Jun14,K,CThruK,PartInhibit,LessThanAve,Instability,K,N1GtLIGt_4,LessUnstable,None,Neutral,WeakUp,StrongUp,WeakUp,WeakUp,Wet,Wet,Wet,VeryWet,PC,PC,PC,Cloudy,None,Westerly,None,None,Strong,None,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Weak,Slight,LowEvrywhere,WeakPos,LittleChange,LessUnstable,ModerateOrLe,Average,Steep,XNIL,MarkedUpper,ACEFK,K,XNIL,XNIL,XNIL,MoistMDryL,MovingFtorOt,PosToNeg,QStationary,AllElse,Westerly,LV
Aug20_Sep15,K,CThruK,TotalInhibit,MoreThanAve,Neutral,K,LIGt0,MoreUnstable,None,Neutral,WeakUp,Neutral,Neutral,Neutral,VeryWet,Dry,Neutral,Neutral,PC,Clear,PC,Cloudy,None,Other,None,None,None,None,LittleChange,LittleChange,MoreThanAve,PartInhibit,Weak,None,LowNHighS,Negative,LittleChange,MoreUnstable,Steep,Average,ModerateOrLe,XNIL,StrongFront,ACEFK,K,XNIL,XNIL,XNIL,DryMMoistL,MovingFtorOt,NegToPos,QStationary,AllElse,Westerly,SEQuad
Aug11_Aug20,I,CThruK,PartInhibit,Average,Instability,ABI,LILt_8,MoreUnstable,Strong,WeakUp,Neutral,Down,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,Clear,PC,PC,PC,Strong,DCVZFavor,Weak,None,Weak,Marked,DecCapIncIns,Decreasing,Average,PartInhibit,Moderate,Slight,HighEvrywher,WeakPos,Increasing,MoreUnstable,CloseToDryAd,Average,CloseToDryAd,SVR,StrongFront,HI,I,XNIL,XNIL,SVR,Other,MovingFtorOt,NegToPos,QStationary,SWQuad,LVorOther,DenvCyclone
Jul2_Jul15,B,AB,Stifling,MoreThanAve,Neutral,ABI,N5GtLIGt_8,MoreUnstable,None,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,PC,PC,PC,PC,Weak,Westerly,Strong,None,Strong,Marked,LittleChange,LittleChange,MoreThanAve,None,Moderate,Strong,LowMtsHighPl,Neutral,Increasing,MoreUnstable,CloseToDryAd,Average,Steep,XNIL,NoMajor,B,B,XNIL,XNIL,XNIL,DryMMoistL,DenvCyclone,LittleChange,Other,AllElse,Westerly,E_NE
Jul16_Aug10,C,CThruK,PartInhibit,Average,Stability,CDEJ,N5GtLIGt_8,LessUnstable,Weak,Neutral,WeakUp,StrongUp,WeakUp,WeakUp,Wet,Neutral,Wet,Neutral,PC,PC,PC,PC,Weak,StrongWest,Weak,None,Weak,Some,LittleChange,LittleChange,Average,PartInhibit,Strong,Strong,LowMtsHighPl,Neutral,LittleChange,LessUnstable,CloseToDryAd,Average,Steep,SIG,OtherRapid,ACEFK,C,SIG,SIG,SIG,Other,E_W_N,SigPositive,Other,NWQuad,LVorOther,LongAnticyc
Jun15_Jul1,A,AB,Stifling,Average,Instability,ABI,N5GtLIGt_8,MoreUnstable,Weak,Neutral,Down,Neutral,Neutral,Neutral,Wet,Wet,Wet,Wet,PC,PC,Cloudy,PC,Weak,Other,None,None,None,None,IncCapDecIns,Increasing,Average,PartInhibit,Moderate,Slight,HighEvrywher,Negative,Increasing,MoreUnstable,Stable,VeryMoist,Steep,XNIL,OtherRapid,ACEFK,A,SVR,SVR,SVR,MoistMDryL,DenvCyclone,NegToPos,Other,SWQuad,Westerly,SEQuad
Jul16_Aug10,G,CThruK,PartInhibit,MoreThanAve,Stability,G,LIGt0,LessUnstable,Strong,StrongUp,Down,StrongUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,Cloudy,Cloudy,Cloudy,Strong,Westerly,Weak,Weak,Weak,Some,DecCapIncIns,Decreasing,Average,None,Strong,Strong,LowEvrywhere,Negative,Decreasing,LessUnstable,CloseToDryAd,Dry,CloseToDryAd,SIG,MarkedUpper,GJ,G,SIG,SIG,SIG,MoistMDryL,DryLine,LittleChange,None,NWQuad,Westerly,LongAnticyc
Jul2_Jul15,I,CThruK,PartInhibit,LessThanAve,Instability,ABI,N1GtLIGt_4,MoreUnstable,None,StrongUp,Neutral,Neutral,StrongUp,StrongUp,Neutral,VeryWet,Neutral,Neutral,PC,Clear,Clear,Clear,Weak,DCVZFavor,None,None,Weak,None,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Moderate,None,LowMtsHighPl,Negative,Decreasing,MoreUnstable,Stable,Dry,CloseToDryAd,SIG,NoMajor,HI,I,XNIL,XNIL,SIG,DryMMoistL,MovingFtorOt,SigPositive,QStationary,SWQuad,LVorOther,E_NE
Jul16_Aug10,B,AB,PartInhibit,LessThanAve,Stability,ABI,N1GtLIGt_4,MoreUnstable,None,Down,Neutral,WeakUp,Down,Down,Wet,Neutral,Neutral,Dry,Cloudy,PC,Cloudy,PC,Weak,Other,None,None,None,None,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Moderate,Slight,HighEvrywher,Negative,LittleChange,MoreUnstable,Steep,Average,ModerateOrLe,SIG,MarkedUpper,B,B,SVR,SVR,SVR,Other,E_W_N,SigNegative,Moving,NWQuad,LVorOther,DenvCyclone
Aug11_Aug20,K,CThruK,PartInhibit,Average,Stability,K,N5GtLIGt_8,Average,None,StrongUp,WeakUp,StrongUp,StrongUp,StrongUp,Wet,Wet,Wet,VeryWet,Clear,PC,Clear,PC,None,DCVZFavor,None,Weak,Weak,None,DecCapIncIns,Decreasing,Average,Stifling,Moderate,Slight,Other,WeakPos,Increasing,MoreUnstable,ModerateOrLe,VeryMoist,ModerateOrLe,XNIL,MarkedUpper,ACEFK,K,XNIL,XNIL,XNIL,DryMMoistL,Other,SigNegative,None,LV,Westerly,LV
Jun15_Jul1,J,CThruK,None,Average,Stability,CDEJ,N1GtLIGt_4,Average,Weak,Down,Neutral,WeakUp,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,PC,Cloudy,PC,PC,Strong,Other,None,Weak,Weak,None,IncCapDecIns,Increasing,MoreThanAve,None,Moderate,Strong,LowAtStation,Negative,LittleChange,LessUnstable,ModerateOrLe,Average,Steep,SIG,NoMajor,GJ,J,SIG,SIG,SIG,Other,DryLine,LittleChange,Other,LV,LVorOther,LV
Jul16_Aug10,K,CThruK,None,LessThanAve,Instability,K,N5GtLIGt_8,MoreUnstable,None,Down,WeakUp,StrongUp,StrongUp,StrongUp,Neutral,Neutral,Wet,VeryWet,PC,PC,PC,Cloudy,None,DCVZFavor,None,Strong,Strong,None,LittleChange,LittleChange,LessThanAve,PartInhibit,Weak,Slight,LowEvrywhere,Negative,Decreasing,Average,Steep,Average,ModerateOrLe,XNIL,StrongFront,ACEFK,K,XNIL,XNIL,XNIL,Other,Other,SigPositive,QStationary,NWQuad,Westerly,WidespdDnsl
Jul16_Aug10,G,CThruK,PartInhibit,Average,Stability,G,N5GtLIGt_8,Average,Strong,StrongUp,Neutral,Down,Neutral,Neutral,Wet,VeryWet,VeryWet,VeryWet,Cloudy,PC,Cloudy,Cloudy,Strong,Other,None,Weak,Weak,None,IncCapDecIns,Increasing,Average,TotalInhibit,Strong,None,LowAtStation,WeakPos,Increasing,Average,CloseToDryAd,Dry,CloseToDryAd,SVR,NoMajor,GJ,G,SIG,SIG,SVR,MoistMDryL,DryLine,PosToNeg,None,AllElse,LVorOther,WidespdDnsl
Aug20_Sep15,I,CThruK,Stifling,MoreThanAve,Neutral,ABI,N1GtLIGt_4,LessUnstable,None,WeakUp,StronUp,WeakUp,StrongUp,StrongUp,Wet,VeryWet,Wet,VeryWet,Cloudy,PC,Cloudy,Cloudy,None,Westerly,None,None,None,None,DecCapIncIns,Decreasing,Average,None,Strong,Moderate,LowSHighN,WeakPos,Decreasing,LessUnstable,Stable,Dry,Steep,XNIL,NoMajor,HI,I,XNIL,SIG,SIG,DryMMoistL,E_W_S,SigPositive,Moving,SWQuad,Westerly,DenvCyclone
Jul2_Jul15,D,CThruK,PartInhibit,Average,Stability,CDEJ,N5GtLIGt_8,LessUnstable,None,WeakUp,Down,Down,Down,Down,Neutral,Neutral,Neutral,Dry,PC,PC,PC,Clear,Weak,StrongWest,None,Weak,Weak,Some,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Weak,None,LowSHighN,WeakPos,Increasing,LessUnstable,Steep,Dry,CloseToDryAd,SIG,MarkedUpper,D,D,XNIL,XNIL,SIG,DryMMoistL,MovingFtorOt,LittleChange,None,NWQuad,LVorOther,SEQuad
Jun15_Jul1,E,CThruK,TotalInhibit,MoreThanAve,Instability,CDEJ,N5GtLIGt_8,Average,None,Neutral,Neutral,StrongUp,WeakUp,WeakUp,Dry,VeryWet,VeryWet,VeryWet,PC,Clear,Clear,PC,None,DCVZFavor,None,None,Weak,None,LittleChange,LittleChange,MoreThanAve,None,Moderate,Slight,LowAtStation,Negative,Increasing,Average,ModerateOrLe,VeryMoist,ModerateOrLe,XNIL,NoMajor,ACEFK,E,SVR,SVR,SVR,MoistMDryL,Other,SigPositive,None,SWQuad,Westerly,DenvCyclone
Aug20_Sep15,D,CThruK,Stifling,MoreThanAve,Instability,CDEJ,N5GtLIGt_8,MoreUnstable,Strong,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Neutral,Wet,Wet,Cloudy,Clear,Cloudy,Cloudy,Strong,Westerly,Strong,None,Strong,Some,IncCapDecIns,Increasing,MoreThanAve,TotalInhibit,Unfavorable,None,LowMtsHighPl,Negative,LittleChange,MoreUnstable,Steep,Dry,ModerateOrLe,SIG,MarkedUpper,D,D,XNIL,XNIL,SIG,DryMMoistL,DryLine,PosToNeg,None,AllElse,Westerly,LongAnticyc
Aug20_Sep15,G,CThruK,PartInhibit,LessThanAve,Instability,G,N1GtLIGt_4,Average,Strong,WeakUp,Neutral,WeakUp,Neutral,Neutral,Dry,VeryWet,VeryWet,Wet,Clear,PC,PC,PC,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,LessThanAve,None,Moderate,Moderate,LowSHighN,Neutral,Increasing,Average,CloseToDryAd,Dry,CloseToDryAd,SIG,NoMajor,GJ,G,SIG,SIG,SIG,Other,DryLine,LittleChange,Other,LV,Westerly,WidespdDnsl
May15_Jun14,B,AB,TotalInhibit,MoreThanAve,Neutral,ABI,N1GtLIGt_4,Average,Weak,WeakUp,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Clear,PC,Clear,Clear,Strong,Westerly,Strong,Strong,Strong,Some,DecCapIncIns,Decreasing,Average,PartInhibit,Moderate,Moderate,LowAtStation,WeakPos,LittleChange,Average,Stable,Average,Steep,SVR,NoMajor,B,B,XNIL,XNIL,SVR,DryMMoistL,E_W_S,LittleChange,Other,AllElse,Westerly,DenvCyclone
May15_Jun14,K,CThruK,None,LessThanAve,Instability,K,N1GtLIGt_4,LessUnstable,Strong,Down,Neutral,StrongUp,StrongUp,StrongUp,Wet,VeryWet,VeryWet,VeryWet,Clear,PC,Clear,Cloudy,Strong,DCVZFavor,Weak,None,Strong,Some,LittleChange,LittleChange,LessThanAve,Stifling,Unfavorable,None,Other,StrongPos,Increasing,Average,Steep,VeryMoist,ModerateOrLe,SIG,StrongFront,ACEFK,K,XNIL,SIG,SIG,Other,E_W_N,SigPositive,QStationary,AllElse,Westerly,LV
May15_Jun14,A,AB,Stifling,LessThanAve,Stability,ABI,LIGt0,LessUnstable,Weak,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Wet,Neutral,Neutral,Neutral,PC,PC,PC,PC,Strong,StrongWest,Strong,Weak,Weak,Marked,LittleChange,LittleChange,LessThanAve,None,Weak,Slight,LowMtsHighPl,Neutral,Increasing,Average,Stable,Dry,Steep,XNIL,MarkedUpper,ACEFK,A,XNIL,XNIL,XNIL,Other,DenvCyclone,PosToNeg,Other,SWQuad,LVorOther,SEQuad
May15_Jun14,B,AB,PartInhibit,Average,Stability,ABI,N1GtLIGt_4,LessUnstable,Strong,Neutral,Down,WeakUp,WeakUp,WeakUp,Wet,Wet,Wet,Wet,Clear,Clear,Clear,Clear,Strong,StrongWest,Strong,None,Strong,Marked,LittleChange,LittleChange,Average,PartInhibit,Strong,Strong,LowMtsHighPl,Negative,Decreasing,LessUnstable,Steep,Average,ModerateOrLe,SVR,OtherRapid,B,B,SVR,SVR,SVR,Other,DenvCyclone,SigPositive,Other,SWQuad,LVorOther,DenvCyclone
Aug20_Sep15,G,CThruK,Stifling,Average,Neutral,G,N1GtLIGt_4,LessUnstable,Strong,Neutral,Neutral,StrongUp,WeakUp,WeakUp,Neutral,VeryWet,VeryWet,VeryWet,Clear,PC,PC,PC,Strong,DCVZFavor,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,Average,PartInhibit,Weak,None,LowAtStation,Neutral,Decreasing,LessUnstable,CloseToDryAd,Dry,CloseToDryAd,XNIL,NoMajor,GJ,G,XNIL,XNIL,XNIL,MoistMDryL,DryLine,PosToNeg,None,LV,LVorOther,WidespdDnsl
Aug20_Sep15,G,CThruK,PartInhibit,Average,Instability,G,N1GtLIGt_4,Average,Strong,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Wet,Neutral,Neutral,Wet,Clear,PC,Clear,Clear,Strong,Other,Strong,None,Weak,None,DecCapIncIns,Decreasing,LessThanAve,None,Weak,Slight,LowEvrywhere,Negative,Decreasing,Average,CloseToDryAd,Dry,CloseToDryAd,SVR,StrongFront,GJ,G,XNIL,XNIL,SVR,Other,DryLine,LittleChange,Other,LV,Westerly,WidespdDnsl
Aug11_Aug20,J,CThruK,None,LessThanAve,Instability,CDEJ,N1GtLIGt_4,Average,None,Neutral,StronUp,StrongUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,None,DCVZFavor,None,Strong,Weak,None,DecCapIncIns,Decreasing,LessThanAve,Stifling,Weak,Slight,LowEvrywhere,Negative,Decreasing,LessUnstable,Steep,Average,CloseToDryAd,XNIL,NoMajor,GJ,J,XNIL,XNIL,XNIL,MoistMDryL,DryLine,LittleChange,Other,LV,LVorOther,LV
