Age,SocioEcon,RiskAversion,MakeModel,VehicleYear,Antilock,Mileage,SeniorTrain,DrivingSkill,DrivQuality,Accident,Airbag,AntiTheft,CarValue,RuggedAuto,Cushioning,DrivHist,GoodStudent,HomeBase,ILiCost,MedCost,OtherCar,OtherCarCost,ThisCarDam,Theft,ThisCarCost,PropCost
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,True,TenThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,Football,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,SportsCar,Older,False,FiftyThou,False,Normal,Normal,None,False,True,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Wealthy,Normal,SportsCar,Current,True,TwentyThou,False,Normal,Normal,Mild,True,True,TwentyThou,EggShell,Fair,Zero,False,Secure,Thousand,Thousand,False,Thousand,Mild,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Moderate,False,False,FiveThou,EggShell,Fair,Many,False,Rural,Thousand,Thousand,True,Thousand,Moderate,False,TenThou,TenThou
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,True,TenThou,Football,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Senior,Middle,Cautious,FamilySedan,Older,False,TwentyThou,True,Expert,Excellent,None,False,True,TwentyThou,Football,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Poor,Severe,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Million,True,TenThou,Severe,False,TenThou,TenThou
Adolescent,Middle,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,True,False,FiveThou,EggShell,Fair,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,Economy,Older,False,FiveThou,False,Normal,Normal,None,False,True,FiveThou,EggShell,Fair,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,FamilySedan,Current,False,FiftyThou,False,Normal,Normal,None,True,True,TwentyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Senior,Prole,Normal,Economy,Older,False,Domino,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Middle,Cautious,FamilySedan,Older,False,FiftyThou,True,Normal,Normal,None,False,True,FiveThou,Tank,Good,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,SportsCar,Current,True,TwentyThou,False,Normal,Normal,None,True,False,TwentyThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,None,False,False,FiveThou,EggShell,Fair,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Middle,Adventurous,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,Football,Fair,Many,False,Suburb,Million,Thousand,True,TenThou,Severe,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Current,True,TwentyThou,False,Normal,Normal,None,True,True,TwentyThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,SportsCar,Current,True,Domino,False,Normal,Normal,None,True,False,TwentyThou,EggShell,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Adventurous,FamilySedan,Current,True,FiftyThou,False,Normal,Excellent,None,True,False,TwentyThou,Football,Excellent,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TwentyThou,Tank,Good,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Normal,Economy,Current,False,FiftyThou,False,Normal,Normal,None,True,False,TenThou,EggShell,Poor,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,UpperMiddle,Normal,SportsCar,Older,False,FiveThou,False,Normal,Normal,None,False,True,TwentyThou,EggShell,Fair,Zero,True,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,Economy,Current,False,TwentyThou,False,SubStandard,Poor,Severe,True,True,TenThou,Football,Excellent,Zero,False,Secure,Thousand,Thousand,True,TenThou,Severe,False,TenThou,HundredThou
Adolescent,Middle,Adventurous,SportsCar,Older,False,TwentyThou,False,SubStandard,Poor,None,False,False,TwentyThou,EggShell,Fair,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Middle,Cautious,FamilySedan,Older,False,TwentyThou,True,SubStandard,Poor,Severe,False,True,FiveThou,Football,Fair,Many,False,Secure,Thousand,Thousand,True,HundredThou,Severe,False,TenThou,Million
Adolescent,Prole,Adventurous,Economy,Older,False,Domino,False,Normal,Poor,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Current,False,FiftyThou,False,Normal,Excellent,None,True,False,TenThou,Football,Good,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,True,TwentyThou,Tank,Good,One,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,SportsCar,Current,True,TwentyThou,False,Normal,Poor,Mild,True,False,FiftyThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,False,Thousand,Moderate,False,HundredThou,HundredThou
Senior,Middle,Cautious,FamilySedan,Older,False,FiftyThou,True,Normal,Normal,None,False,True,TenThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,UpperMiddle,Normal,Luxury,Older,False,TwentyThou,False,Normal,Normal,None,True,True,FiftyThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,Domino,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,False,Thousand,Severe,False,TenThou,TenThou
Adult,Prole,Cautious,Economy,Older,False,FiveThou,False,SubStandard,Poor,None,False,True,TenThou,EggShell,Fair,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,Prole,Cautious,SportsCar,Older,False,FiftyThou,True,Normal,Normal,None,False,True,TenThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Expert,Excellent,None,False,False,FiveThou,Football,Good,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,SportsCar,Older,True,TwentyThou,False,Normal,Poor,None,False,False,TenThou,EggShell,Poor,One,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,Luxury,Older,True,FiftyThou,False,Expert,Excellent,Mild,False,False,FiftyThou,Football,Fair,Many,False,Rural,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Adolescent,Middle,Normal,FamilySedan,Current,False,Domino,False,Normal,Normal,None,True,False,TenThou,Football,Excellent,Zero,True,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Prole,Cautious,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,True,FiveThou,EggShell,Fair,Many,False,Rural,Thousand,TenThou,True,TenThou,Severe,False,TenThou,TenThou
Adult,UpperMiddle,Normal,SportsCar,Older,True,FiftyThou,False,Normal,Normal,None,True,True,FiveThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,False,FiveThou,EggShell,Fair,One,False,City,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Current,False,Domino,False,Normal,Normal,None,True,False,TenThou,Football,Excellent,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,FamilySedan,Current,True,TwentyThou,False,Normal,Normal,None,True,False,TwentyThou,EggShell,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Current,False,Domino,False,Normal,Normal,None,True,False,TwentyThou,Football,Good,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,False,HundredThou,Severe,False,TenThou,HundredThou
Adolescent,Prole,Adventurous,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,False,TwentyThou,Tank,Good,One,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,Economy,Current,False,FiftyThou,False,SubStandard,Poor,Mild,True,False,TenThou,EggShell,Fair,Many,False,City,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Senior,Prole,Normal,Economy,Older,False,Domino,False,Normal,Normal,None,False,False,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,FamilySedan,Older,False,TwentyThou,False,Normal,Excellent,None,False,False,FiveThou,Football,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,SportsCar,Current,True,TwentyThou,False,Normal,Poor,None,True,False,TwentyThou,EggShell,Fair,One,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,FiftyThou,False,SubStandard,Poor,None,False,False,FiveThou,EggShell,Fair,Many,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,Expert,Excellent,None,False,False,FiveThou,Football,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,Middle,Normal,SportsCar,Older,False,TwentyThou,True,Expert,Excellent,None,True,False,TenThou,EggShell,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Senior,Prole,Cautious,Economy,Current,False,TwentyThou,True,Expert,Excellent,None,True,True,FiveThou,Football,Good,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Cautious,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,True,TenThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,FamilySedan,Current,False,FiftyThou,False,SubStandard,Poor,Severe,True,False,TwentyThou,Football,Fair,Many,False,Suburb,Thousand,Million,False,TenThou,Severe,False,HundredThou,HundredThou
Senior,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TenThou,Tank,Excellent,One,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Senior,Prole,Normal,SportsCar,Older,False,TwentyThou,False,Normal,Normal,Moderate,False,False,FiftyThou,EggShell,Fair,Zero,False,Rural,HundredThou,Thousand,True,HundredThou,Moderate,False,HundredThou,HundredThou
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,Tank,Good,Many,False,Suburb,Thousand,Thousand,True,TenThou,Severe,False,TenThou,TenThou
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,TenThou,False,HundredThou,Severe,False,TenThou,HundredThou
Adult,Middle,Normal,Economy,Current,False,FiftyThou,False,Normal,Normal,None,True,True,TenThou,EggShell,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,True,FiveThou,EggShell,Fair,Many,False,Suburb,Thousand,Thousand,False,Thousand,Mild,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Moderate,False,False,FiveThou,EggShell,Poor,Many,False,Rural,Thousand,Thousand,True,TenThou,Moderate,False,Thousand,TenThou
Senior,Prole,Cautious,Economy,Current,False,FiftyThou,True,Normal,Normal,None,True,True,TenThou,Football,Excellent,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Cautious,Luxury,Current,True,TwentyThou,True,Normal,Excellent,None,True,True,FiftyThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Cautious,FamilySedan,Older,False,FiveThou,False,Normal,Normal,None,True,True,TwentyThou,Tank,Excellent,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Cautious,Economy,Current,False,TwentyThou,True,SubStandard,Poor,Moderate,True,True,TenThou,Football,Excellent,One,False,City,Thousand,Thousand,False,Thousand,Moderate,False,TenThou,TenThou
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,FamilySedan,Current,True,TwentyThou,False,Normal,Normal,None,True,True,TwentyThou,Football,Fair,Zero,True,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,FamilySedan,Older,False,TwentyThou,False,Normal,Poor,Severe,False,False,TwentyThou,EggShell,Poor,One,False,Suburb,Thousand,HundredThou,True,TenThou,Severe,False,HundredThou,HundredThou
Adult,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Poor,Moderate,False,False,FiveThou,EggShell,Fair,Zero,False,Rural,Thousand,TenThou,True,Thousand,Moderate,False,TenThou,TenThou
Adult,Prole,Adventurous,Economy,Current,False,TwentyThou,False,Normal,Normal,None,True,False,TenThou,EggShell,Fair,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Current,False,FiftyThou,False,Normal,Normal,None,True,True,TenThou,EggShell,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,UpperMiddle,Adventurous,SportsCar,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Current,True,TwentyThou,False,SubStandard,Poor,None,True,True,TwentyThou,Football,Good,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,SportsCar,Current,True,FiftyThou,False,SubStandard,Poor,Moderate,True,False,TwentyThou,EggShell,Fair,Many,False,City,Thousand,TenThou,True,HundredThou,Moderate,False,HundredThou,Million
Adult,UpperMiddle,Cautious,FamilySedan,Current,True,TwentyThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Senior,Prole,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Fair,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Cautious,Economy,Older,False,FiftyThou,False,Normal,Excellent,None,False,True,FiveThou,EggShell,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,Domino,False,Normal,Normal,None,False,True,FiveThou,Football,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Moderate,False,False,FiveThou,Football,Fair,Many,False,City,Thousand,Thousand,True,Thousand,Moderate,False,TenThou,TenThou
Adolescent,Middle,Normal,FamilySedan,Current,False,TwentyThou,False,Normal,Normal,None,True,False,TwentyThou,EggShell,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,SportsCar,Current,True,Domino,False,SubStandard,Poor,Moderate,True,False,TwentyThou,EggShell,Poor,Many,False,Suburb,Thousand,Million,True,Thousand,Moderate,False,HundredThou,HundredThou
Adult,Middle,Normal,FamilySedan,Older,False,Domino,False,SubStandard,Poor,Severe,False,True,FiveThou,Tank,Excellent,Many,False,Secure,Thousand,Thousand,True,TenThou,None,False,Thousand,TenThou
Adult,Prole,Normal,FamilySedan,Current,False,FiftyThou,False,SubStandard,Poor,Severe,True,False,TwentyThou,Football,Good,Many,False,City,Thousand,Thousand,True,TenThou,Severe,False,HundredThou,HundredThou
Adult,Middle,Cautious,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Moderate,True,True,FiveThou,Football,Fair,Many,False,Secure,Thousand,Thousand,False,Thousand,Severe,False,TenThou,TenThou
Adolescent,UpperMiddle,Normal,Luxury,Current,True,TwentyThou,False,Normal,Normal,None,True,True,FiftyThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,Economy,Older,False,Domino,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Normal,Luxury,Current,True,TwentyThou,False,SubStandard,Poor,None,True,True,FiftyThou,Football,Good,Many,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Fair,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Senior,Prole,Cautious,Economy,Older,False,FiftyThou,True,Expert,Excellent,None,False,True,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Current,True,TwentyThou,False,Normal,Normal,None,True,False,TwentyThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,SportsCar,Older,False,FiftyThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Cautious,FamilySedan,Current,True,FiveThou,True,Expert,Excellent,None,True,True,TwentyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Normal,SportsCar,Current,True,TwentyThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Poor,None,False,False,FiveThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,FamilySedan,Older,False,FiftyThou,False,Expert,Excellent,None,False,False,TenThou,Football,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Psychopath,FamilySedan,Older,False,Domino,False,Expert,Poor,Mild,False,False,FiveThou,Tank,Good,One,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Cautious,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Mild,False,True,TenThou,EggShell,Poor,One,False,Secure,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,True,TenThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,FamilySedan,Older,False,FiveThou,False,Normal,Poor,None,False,False,TwentyThou,Football,Fair,One,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Older,False,Domino,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,SportsCar,Older,False,FiftyThou,False,Normal,Poor,Mild,False,False,TenThou,EggShell,Poor,One,False,Rural,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Adult,Prole,Normal,Economy,Current,False,FiveThou,False,Expert,Excellent,None,True,True,TenThou,EggShell,Good,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Cautious,Economy,Older,False,FiftyThou,False,Expert,Excellent,None,False,True,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Adventurous,FamilySedan,Current,False,TwentyThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Fair,One,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Normal,FamilySedan,Older,False,Domino,False,Normal,Normal,None,False,False,FiveThou,Tank,Good,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Senior,Prole,Cautious,FamilySedan,Older,False,Domino,True,Normal,Excellent,None,False,True,FiveThou,Tank,Excellent,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Middle,Normal,Economy,Older,False,FiveThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Senior,UpperMiddle,Normal,Luxury,Current,True,FiveThou,False,Normal,Normal,None,True,True,FiftyThou,Football,Fair,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,SportsCar,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,TenThou,EggShell,Fair,Many,False,Suburb,Thousand,HundredThou,False,TenThou,Severe,False,TenThou,TenThou
Adult,Middle,Normal,FamilySedan,Older,False,FiveThou,False,SubStandard,Poor,None,False,False,TenThou,Football,Fair,Many,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,Normal,Normal,None,True,True,FiftyThou,Football,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Cautious,Economy,Older,False,FiftyThou,True,Expert,Excellent,None,False,True,FiveThou,EggShell,Poor,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,FamilySedan,Older,False,Domino,False,SubStandard,Poor,Moderate,False,False,FiveThou,Tank,Good,Many,True,Secure,Thousand,Thousand,True,TenThou,Mild,False,Thousand,TenThou
Senior,Middle,Cautious,Economy,Older,False,TwentyThou,True,Normal,Normal,None,False,True,FiveThou,EggShell,Poor,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,UpperMiddle,Cautious,Luxury,Current,True,Domino,False,Normal,Normal,None,True,True,FiftyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Cautious,Luxury,Older,False,FiftyThou,True,Normal,Normal,None,False,True,TenThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Adventurous,Luxury,Current,True,TwentyThou,False,Normal,Poor,None,True,False,FiftyThou,Tank,Excellent,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,UpperMiddle,Normal,Luxury,Older,False,TwentyThou,False,SubStandard,Poor,Mild,True,True,TwentyThou,Football,Good,Many,False,Secure,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Adult,UpperMiddle,Cautious,FamilySedan,Current,False,FiftyThou,False,Normal,Normal,None,True,True,TwentyThou,EggShell,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Normal,Economy,Older,False,FiveThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Senior,UpperMiddle,Cautious,Luxury,Current,True,Domino,True,Normal,Normal,None,True,True,FiftyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Poor,None,False,False,FiveThou,EggShell,Poor,One,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Prole,Cautious,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,True,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,Expert,Excellent,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,False,TenThou,Football,Fair,Many,True,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
